num,v1,v2,conf,agree,authoritative_line
0196,host-extension,host-extension,explicit-gate,true,"**RFC verdict:** **No RFC.** `demoMode` is a **host-specific** discovery field (`routes/discovery.ts:433`; absent from `../openwop/spec` and `../openwop/schemas"
0197,host-extension,host-extension,explicit-gate,true,"**RFC verdict:** **No RFC.** `inputSchema` already lives in the workflow definition type and is documented 'informational only in this sample; real hosts valida"
0198,rides-accepted,unclassified,verdict-section,false,"RFC 0104's normative claims are: routing fields surfaced UNCHANGED on the"
0199,host-extension,host-extension,inline,true,"**Surface:** host-extension only (`/v1/host/openwop-app/voice/realtime/*` session composition + one frontend picker). **No wire change, no RFC** — instructions/"
0200,rides-accepted,rides-accepted,inline,true,"**Depends on:** ADR 0190 (the evidence-based template-catalog program + its conventions), ADR 0198 (approvals-depth — the gate this pack's write rides), RFC 009"
0200,host-extension,host-extension,inline,true,"**Surface:** host-extension, NON-NORMATIVE — no wire, no new RFC"
0201,host-extension,unclassified,verdict-section,false,"SMTP touches **no OpenWOP wire**: no run-event field, capability advert, event"
0202,host-extension,host-extension,explicit-gate,true,"**RFC verdict: none** — host-ext + existing run/scheduler owners; no wire surface."
0203,unclassified,host-extension,verdict-section,false,"Host-only presentation change; no wire surface. **No RFC needed.**"
0204,rides-accepted,host-extension,inline,false,"**Wire:** none — `host.cms.page.*` event types ride `run-event.schema.json`'s vendor-extension branch (the `host.crm.contact.triaged` precedent); the normative "
0205,new-rfc,unclassified,none,false,""
0206,host-extension,host-extension,inline,true,"**Wire:** none — all host-extension (`/v1/host/openwop-app/*`); `/v1/content/*` untouched. No RFC needed."
0207,host-extension,host-extension,inline,true,"- No OpenWOP wire change beyond the merged RFC 0013 safety-fix; the host change is the one expansion-seam mapper. No new RFC."
0208,host-extension,host-extension,inline,true,"- **Host-event bindings**: `DurableCollection('hostevent:binding')` rows `{ bindingId, tenantId, eventType, workflowId, enabled, createdBy }` managed at `/v1/ho"
0208,unclassified,host-extension,inline,false,"So this is **not a capability gap and not a wire change — it is a host executor conformance bug.** No RFC (the wire already specifies the behavior; the host was"
0209,host-extension,unclassified,none,false,""
0210,unclassified,unclassified,none,true,""
0211,unclassified,unclassified,none,true,""
0212,unclassified,unclassified,none,true,""
0213,unclassified,unclassified,none,true,""
0214,host-extension,unclassified,none,false,""
0215,rides-accepted,rides-accepted,explicit-gate,true,"| **RFC gate** | **None** — rides the Accepted RFC 0013 (chain pack) + the implemented ctx.ads seam. |"
0216,host-extension,unclassified,explicit-gate,false,"| **RFC gate** | **None** — host-ext entity fields + routes only. |"
0217,host-extension,unclassified,explicit-gate,false,"| **RFC gate** | **None** — host-ext routes/fields; the ad-platform legs ride the ADR 0167 broker seam. |"
0218,host-extension,unclassified,explicit-gate,false,"| **RFC gate** | **None** — host-ext public routes. |"
0219,host-extension,unclassified,explicit-gate,false,"| **RFC gate** | **None** — a pure host-ext read projection. |"
0220,rides-accepted,rides-accepted,explicit-gate,true,"| **RFC gate** | **None** — host-ext; recurrence rides the ONE scheduler via the RFC 0013 chain. |"
0221,host-extension,host-extension,inline,true,"**No OpenWOP wire change → no RFC** (all events are host-ext `host.commerce.*` types through the ADR 0208 dispatcher; all routes stay under `/v1/host/openwop-ap"
0222,rides-accepted,rides-accepted,explicit-gate,true,"| **RFC gate** | **None** — rides RFC 0013 chains + implemented host seams. |"
0223,rides-accepted,rides-accepted,explicit-gate,true,"| **RFC gate** | **None.** Same posture as ADR 0167: rides Accepted RFC 0045/0046/0047/0079/0095. This is payload-shape + one more strategy on the existing host"
0224,host-extension,host-extension,inline,true,"**No OpenWOP wire change → no RFC** (all routes host-ext; the public storefront/quote surfaces ride the established `public-store` prefix + the sharing capabili"
0225,unclassified,host-extension,inline,false,"**No OpenWOP wire change → no RFC.**"
0226,host-extension,host-extension,explicit-gate,true,"| **RFC gate** | **None** — host-ext store + additive host-ext fields; nothing touches the wire. |"
0227,host-extension,unclassified,explicit-gate,false,"| **RFC gate** | **None** — host-ext vocabulary + one public host-ext page. |"
0228,unclassified,host-extension,inline,false,"**No OpenWOP wire change → no RFC.**"
0229,host-extension,host-extension,explicit-gate,true,"| **RFC gate** | **None** — host-ext composition over accepted seams (RFC 0095 packs are declarations; no wire change). |"
0229,unclassified,host-extension,inline,false,"- This is a host-config decision (a compiled default), **not a wire change — no RFC** (ADR 0191 precedent)."
0230,host-extension,host-extension,explicit-gate,true,"RFC gate: host-extension only — **no new RFC** (host-event types are RFC 0086 §E-namespaced; the approval kind is host-internal)."
0231,host-extension,host-extension,inline,true,"- No wire change: routes are host-ext; events are `host.*` (RFC 0086 §E); chains ride Accepted RFC 0013. **No new RFC.**"
0232,host-extension,host-extension,inline,true,"No new toggles (rides `priority-matrix`); host-ext only — **no new RFC**."
0233,host-extension,host-extension,inline,true,"Host-ext only; no new toggles; **no new RFC**."
0234,host-extension,host-extension,inline,true,"Host-ext only; no new toggles; **no new RFC**."
0235,host-extension,host-extension,inline,true,"Host-ext only; no new toggles; **no new RFC**."
0236,host-extension,unclassified,none,false,""
0237,rides-accepted,unclassified,none,false,""
0238,new-rfc,unclassified,verdict-section,false,"Everything here is host-side: new host-ext routes under `/v1/host/openwop-app/commerce/*`,"
0239,unclassified,unclassified,verdict-section,true,"Host-side only: an additive-optional response field (`byCurrency`), a new internal"
0240,unclassified,unclassified,verdict-section,true,"All host-side: additive-optional `Product.attributes`, an additive `Ap2Proof` on the buyer's"
0241,host-extension,unclassified,none,false,""
0242,host-extension,unclassified,none,false,""
0243,new-rfc,new-rfc,inline,true,"> **Correction (ADR 0255, 2026-07-04):** the 'one composition step' claim is > WRONG — verified against the executor. `core.dispatch` builds each child's > inpu"
0244,unclassified,unclassified,none,true,""
0245,host-extension,unclassified,none,false,""
0246,host-extension,host-extension,inline,true,"- **No wire change, no RFC.** `AttributionReport` is a host-extension read model (surfaced via `/v1/host/openwop-app/*` intel routes + the `campaign-intel.nodes"
0247,new-rfc,host-extension,inline,false,"**no new RFC required.**"
0248,host-extension,host-extension,inline,true,"- **No wire change, no RFC.** `AttributionReport` is a host-ext read model; adding optional numeric fields is additive and non-normative. Consumers that don't r"
0249,host-extension,host-extension,inline,true,"- **No wire change, no RFC.** Host-ext ingestion behavior; suppression is internal host state. The `ok` outcome gains an additive `escalated` count (observabili"
0250,unclassified,unclassified,verdict-section,true,"Host-side only: additive-optional `Product.weightGrams`/`dims`, an additive governance"
0250,host-extension,host-extension,verdict-section,true,"No new RFC needed here — this is host work implementing the **Active** RFC 0124"
0251,host-extension,host-extension,inline,true,"- **No wire change, no RFC.** Host-ext read (route under `/v1/host/openwop-app/*` + a node over the CRM surface); adding a surface method + node is additive."
0252,rides-accepted,rides-accepted,inline,true,"Host-ext routes + connector reads over the already-Accepted RFC 0095 `google` provider →"
0253,unclassified,host-extension,inline,false,"- **No wire change, no RFC.** `run.metadata.connectionUse` is the established host-side provenance record (RFC 0079); adding image to it is additive and matches"
0254,unclassified,unclassified,verdict-section,true,"Host-side only: the proof lives on the buyer's own AP2 mandate objects (not the OpenWOP"
0255,new-rfc,new-rfc,inline,true,"# ADR 0255 — Segment-winback fan-out is an RFC-gated engine feature, not a chain step"
0256,host-extension,host-extension,inline,true,"- **No wire change, no RFC.** Template `format` + the preview route are host-ext; the send path is internal. `EmailMessage.html` already exists (ADR 0242)."
0257,host-extension,unclassified,verdict-section,false,"Host-side only: a new host module (pure logic), a new commerce collection, additive-optional"
0258,unclassified,unclassified,verdict-section,true,"Host acting as an MCP **client** against an external merchant — no OpenWOP wire surface"
0259,host-extension,unclassified,none,false,""
0260,host-extension,unclassified,verdict-section,false,"Host acting as an outbound MCP **client** against the reference merchant (FEATURES row 500, ADR"
0261,host-extension,host-extension,inline,true,"### Why no RFC"
0262,new-rfc,unclassified,verdict-section,false,"- **Streaming / CDC ingest sources** — extend RFC 0099 `TriggerEvent.source` (`stream`/`change`). Gates CDP-D streaming + CDP-G streaming ingress. **→ Authored:"
0263,host-extension,unclassified,none,false,""
0264,unclassified,unclassified,none,true,""
0265,host-extension,unclassified,none,false,""
0266,new-rfc,new-rfc,inline,true,"Every sync subtracts consent + suppression at the existing chokepoints (`consentService.isAllowed`, `crm/suppressionService.isSuppressed`) — reused verbatim, ex"
0267,host-extension,unclassified,none,false,""
0268,new-rfc,new-rfc,inline,true,"### 5. Purpose-propagation on the wire (Phase 4 — RFC-gated)"
0269,new-rfc,host-extension,inline,false,"Thin first-party JS/mobile/server SDKs POSTing to the analytics beacon + a new generic `POST /v1/host/openwop-app/cdp/collect` (versioned contract, consent-gate"
0270,host-extension,unclassified,none,false,""
0271,host-extension,host-extension,verdict-section,true,"All five are non-normative host-extension under `/v1/host/openwop-app/*` — **no OpenWOP RFC.**"
0272,rides-accepted,rides-accepted,explicit-gate,true,"**RFC gate:** **Host-extension — NO new wire RFC** (verdict derived in §6; rides Accepted RFC 0049)."
0273,host-extension,host-extension,explicit-gate,true,"**Depends on:** ADR 0177/0224/0225 (commerce catalog/orders/storefront), ADR 0059/0060 (`priority-matrix/scoring.ts` weighted scoring), ADR 0236 (`host/variantA"
0274,host-extension,host-extension,explicit-gate,true,"**Depends on:** ADR 0177 (commerce — coupons, `createOrder`, inventory), ADR 0224 (`commerce/pricing.ts` `resolvePrice` + price lists), ADR 0225 (`commerceSumma"
0275,host-extension,host-extension,explicit-gate,true,"**Depends on:** ADR 0177/0224/0225 (commerce catalog + `listProducts` + storefront), ADR 0257 (typed product FieldDefs — the facet source), ADR 0011 (KB/RAG + h"
0276,host-extension,host-extension,explicit-gate,true,"**Depends on:** ADR 0177 (commerce `Product`/`Order`), ADR 0224 (`resolvePrice` + stock ledger), ADR 0274 (promotions — bundle discount as a reward type), ADR 0"
0277,host-extension,host-extension,explicit-gate,true,"**RFC verdict:** none — host-internal composition/authorization plumbing; no wire, capability, or event change."
0278,host-extension,host-extension,explicit-gate,true,"**RFC verdict:** none — host-extension route + host-internal conversation binding; the council still runs on the RFC 0005 conversation wire (RFC 0101 roster sem"
0279,host-extension,host-extension,explicit-gate,true,"**Depends on:** ADR 0177 (commerce `Product`/`Order`/`createOrder`), ADR 0176 (billing — Stripe subscriptions, `stripeApi.ts`, webhook processor), ADR 0224 (`re"
0280,rides-accepted,rides-accepted,explicit-gate,true,"**RFC gate:** **Host-extension — NO new wire RFC** (rides Accepted RFC 0049 scopes)."
0281,host-extension,host-extension,explicit-gate,true,"**RFC gate:** **Host-extension — NO new wire RFC.**"
0282,rides-accepted,host-extension,explicit-gate,false,"**Surfaces:** authed `/v1/host/openwop-app/sales-maps/orgs/:orgId/geocode` (host-ext) + a frontend map component. **RFC gate: NO new wire RFC.**"
0283,host-extension,host-extension,inline,true,"- Host-extension only — no wire surface, no RFC (per CLAUDE.md; the seam and its consumers are invisible to the OpenWOP protocol)."
0284,host-extension,unclassified,none,false,""
0285,host-extension,unclassified,none,false,""
0286,rides-accepted,rides-accepted,inline,true,"- **Rides:** RFC 0127 (streaming & CDC trigger sources — Accepted) + RFC 0095 (connection packs). Host work only — **no new RFC**."
0287,unclassified,unclassified,none,true,""
0288,unclassified,unclassified,none,true,""
0289,host-extension,host-extension,verdict-section,true,"**No new RFC.** This composes **Accepted** wire only: the `TriggerEvent` envelope + the"
0290,host-extension,host-extension,inline,true,"## No new RFC needed"
0291,unclassified,unclassified,none,true,""
0292,host-extension,host-extension,explicit-gate,true,"**RFC gate:** **no new RFC.** A node calling a vendor API (BigQuery `tabledata.insertAll`), exactly the class of the six shipped ad/connector packs. Credentials"
0292,host-extension,unclassified,none,false,""
0293,host-extension,host-extension,inline,true,"1. **No parallel architecture.** Funnels are compositions of existing primitives — pages ARE CMS pages, steps route via the journey/chain runtime, experiments u"
0294,host-extension,unclassified,none,false,""
0295,host-extension,unclassified,none,false,""
0296,host-extension,unclassified,none,false,""
0297,unclassified,unclassified,none,true,""
0298,host-extension,host-extension,explicit-gate,true,"**RFC gate:** **no new RFC.** A host-issued operator convenience: parse a CSV → feed the EXISTING `cdp/collect` batch path. Nothing on the wire — no run-event f"
0299,host-extension,host-extension,inline,true,"**Single owner:** `features/campaign-journeys/journeyService.ts` — the existing enrollment compare-and-swap. **No wire change; no RFC** (host-internal; the enro"
0300,host-extension,rides-accepted,inline,false,"Ship the host's front-end-plugin **loader boundary** + a **signed reference pack**, as a self-contained `ui-plugins` feature package (ADR 0001), riding the alre"
0301,new-rfc,host-extension,inline,false,"**Wire impact:** NONE — host-extension only, no RFC (see below)."
0302,new-rfc,host-extension,inline,false,"## The RFC 0128 opaque-string contract is UNCHANGED (no RFC needed)"
0303,rides-accepted,rides-accepted,inline,true,"Honor the pack-delivered `provider.vendor` so a pack-delivered connector groups under its declared vendor via the **same** ADR 0185 catalog the built-ins use. H"
0303,unclassified,unclassified,none,true,""
0304,host-extension,host-extension,inline,true,"- `POST /voice/session/:id/speak` gains an optional **`agentId`** (the per-turn speaker). When present, the host resolves **that** agent's voice via `resolveAge"
0305,host-extension,host-extension,inline,true,"Close the editor-parity gap in seven delivery phases under this one program ADR, each independently shippable behind the (OFF) `app-builder` toggle, in dependen"
0306,unclassified,unclassified,none,true,""
0307,unclassified,unclassified,none,true,""
0308,host-extension,host-extension,verdict-section,true,"**Host-extension only — no RFC.** No wire surface changes: tools are host"
0309,host-extension,host-extension,verdict-section,true,"Host-extension only (scheduler + builtin tool + scaffold text). No wire"
0310,new-rfc,host-extension,inline,false,"`features/canvasEditorRoutes.ts` (beside the existing `featureRoute.ts` shared helper): `registerCanvasEditorRoutes(deps, { basePath, toggleId, canvasTypeId, va"
0311,host-extension,host-extension,verdict-section,true,"**Host-extension only — no RFC.** No wire surface: a host builtin tool, an"
0312,host-extension,host-extension,inline,true,"- **C — host-only relabel, no wire change.** Insufficient alone: leaves the wire vocabulary ambiguous cross-host and the `memoryShape` drift unaddressed — but i"
0313,host-extension,host-extension,verdict-section,true,"Host-extension only (a host env default, the pick-loop fallback, FE chips)."
0314,host-extension,host-extension,inline,true,"Host-extension routes under `/v1/host/openwop-app/*` only — non-normative, no RFC needed (the standing rule). No new toggles: each card is gated by the already-"
0315,unclassified,host-extension,inline,false,"- No wire change: `toolAllowlist` on the manifest is unchanged; the baseline is host-local dispatch policy exactly like the ADR 0104 override (same honesty argu"
0316,host-extension,host-extension,inline,true,"Host-extension only (`/v1/host/openwop-app/*`) — no RFC. One new toggle (`canvases`, OFF, tenant), acknowledged in seed coverage (user-authored content; nothing"
0317,unclassified,host-extension,inline,false,"Frontend-only over the existing `host.canvas` PATCH surface — no wire change, no RFC, no new toggle (rides each type's existing editor toggle)."
0318,host-extension,host-extension,inline,true,"- **No wire change.** Host-extension routes under `/v1/host/openwop-app/*` are non-normative — no OpenWOP RFC needed. The heartbeat is host-managed and **outsid"
0319,unclassified,unclassified,none,true,""
0320,host-extension,host-extension,inline,true,"- No wire change: `preferredName` is a host-extension profile field and the address name only shapes prompt text. No RFC needed."
0321,unclassified,unclassified,none,true,""
0322,unclassified,host-extension,inline,false,"- No wire change: host-internal credential selection for existing `ctx.callTranscriber` / `ctx.callSpeechSynthesizer` methods. No RFC needed."
0323,host-extension,host-extension,verdict-section,true,"`canvas.app-builder` is `registrationSource:'host'` — a non-normative host-ext"
0324,unclassified,unclassified,none,true,""
0325,unclassified,unclassified,verdict-section,true,"None needed: `ctx.callAI` rides the already-specced `host.aiProviders`"
0326,host-extension,host-extension,inline,true,"Wire check: `spec/v1/observability.md` ALREADY defines the retry vocabulary (`openwop.node_attempt` MUST span attribute; `attempt` on `openwop.node.completed`; "
0327,unclassified,unclassified,none,true,""
0328,host-extension,host-extension,verdict-section,true,"None. All host-ext: artifact-type facets/fields are host-owned additive (the"
0329,unclassified,host-extension,inline,false,"`src/i18n/resources.ts` (pt-BR moved from the eager build to `lazyLocaleGlobs`), `vite.config.ts` (lazy-locale regex → named `i18n-<locale>` chunks), `scripts/c"
0330,host-extension,host-extension,verdict-section,true,"**Host-extension only — no RFC.** No wire surface changes: routes stay under"
0331,host-extension,host-extension,verdict-section,true,"**Host-extension only — no RFC.** Frontend composition over an existing"
0332,host-extension,host-extension,verdict-section,true,"**Host-extension only — no RFC.** Existing host-internal event types and"
0333,new-rfc,new-rfc,inline,true,"- **Multiplayer / live co-editing** is **RFC-gated**: concurrent editing touches the OpenWOP wire (a presence/CRDT/op-sync surface, conflict semantics, and an a"
0334,new-rfc,host-extension,verdict-section,false,"**Pure host-extension — NO new RFC, and none blocks it.** The `canvas.document` type rides the"
0335,new-rfc,host-extension,verdict-section,false,"**Host-internal collaboration transport = NO new RFC.** A WebSocket sync service under the app's own origin, persisting Yjs docs for THIS host's own canvases, t"
0336,host-extension,host-extension,inline,true,"## No RFC needed"
0337,unclassified,host-extension,verdict-section,false,"None. Frontend-only; the `x/y`/connector data already rides the app-builder artifact"
0338,host-extension,host-extension,inline,true,"**Toggles:** `forms` + `email` (STABLE). Host-ext, no wire, no RFC."
0339,unclassified,host-extension,inline,false,"**Toggles:** `funnels` + `cms` (STABLE — server-side gating; the viewer is a consumer). No wire, no backend change, no RFC."
0340,unclassified,unclassified,none,true,""
0341,unclassified,unclassified,verdict-section,true,"Host-internal — no run-event shape, capability advert, or endpoint contract"
0342,new-rfc,host-extension,verdict-section,false,"**Default verdict: host work, no RFC** — additive facets on the host-owned"
0343,rides-accepted,host-extension,verdict-section,false,"**None required.** Host-owned artifact type, additive; no wire field, capability, or"
0344,unclassified,host-extension,verdict-section,false,"None — chassis + host-internal catalog; no wire, no capability, no routes."
0345,host-extension,host-extension,verdict-section,true,"None — host-ext + frontend; the sub-toggle is host-internal; nothing advertised."
0346,host-extension,unclassified,verdict-section,false,"None now — existing pack kinds (`workflow-chain`, `artifact-type`), host-ext"
0347,host-extension,host-extension,verdict-section,true,"None — `canvas-content` stays a host-private registry convention (unrecognized"
0348,unclassified,host-extension,verdict-section,false,"None — host-internal generators/exports; nothing advertised."
0349,unclassified,unclassified,verdict-section,true,"None now; a deploy-adapter PACK KIND, if made normative cross-host, is an RFC"
0350,host-extension,host-extension,inline,true,"A three-phase program on the `documents` surface. **Markdown stays the canonical format of the `documents` store** (render pipeline + templates preserved). No w"
0351,host-extension,host-extension,explicit-gate,true,"| **RFC verdict** | **Host-ext, no new RFC.** Citations stay in artifact shape (PRD Q5 stands); a normative wire citation field would be a separate RFC and is e"
0352,host-extension,host-extension,explicit-gate,true,"| **RFC verdict** | **Host-ext, no new RFC.** |"
0353,host-extension,host-extension,explicit-gate,true,"| **RFC verdict** | **Host-ext, no new RFC.** |"
0354,host-extension,host-extension,explicit-gate,true,"| **RFC verdict** | **Host-ext, no new RFC.** |"
0355,rides-accepted,rides-accepted,explicit-gate,true,"| **RFC verdict** | **Host-ext, no new RFC.** Per-persona fan-out rides the already-Accepted RFC 0126. |"
0356,host-extension,host-extension,explicit-gate,true,"| **RFC verdict** | **Host-ext, no new RFC.** Spine changes are host builtin-workflow definitions; chain-pack updates ride RFC 0013 (Accepted). |"
0357,host-extension,host-extension,explicit-gate,true,"| **RFC verdict** | **Host-ext, no new RFC.** |"
0358,unclassified,host-extension,inline,false,"- No wire change anywhere: agent tools, prompts, and pack fixes are all host-internal. No RFC needed (CLAUDE.md rule confirmed at review)."
0359,host-extension,host-extension,verdict-section,true,"**Host-extension — NO new RFC.** Everything stays under"
0360,unclassified,host-extension,explicit-gate,false,"1. **Stored positions, derived chain.** Funnel stages gain OPTIONAL `x`/`y` (finite numbers, clamped 0–4000) — validator + artifact JSON schema, additive; docs "
0361,unclassified,host-extension,verdict-section,false,"None. Frontend restructuring + one FE seam; workflow engine endpoints,"
0362,unclassified,host-extension,verdict-section,false,"None. FE-only; the marker is FE definition data. The backend catalog's"
0363,host-extension,host-extension,verdict-section,true,"**Host-extension, NON-NORMATIVE — no OpenWOP RFC.** All routes under"
0364,host-extension,host-extension,verdict-section,true,"None. The transport stays a non-normative host extension (the ADR 0359"
0365,unclassified,host-extension,verdict-section,false,"None. Frontend-internal refactor under `canvas/`. Compatibility: none."
